,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
2656,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,LVA,Latvia,,BTSX,Both sexes,,20.5,20.52951,,,,,
2657,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,MAR,Morocco,,MLE,Male,,68.1,68.06345,,,,,
2658,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,MAR,Morocco,,MLE,Male,,17.7,17.73851,,,,,
2659,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,MAR,Morocco,,FMLE,Female,,70.6,70.58601,,,,,
2660,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,MAR,Morocco,,BTSX,Both sexes,,69.3,69.34715,,,,,
2661,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,MAR,Morocco,,BTSX,Both sexes,,18.4,18.41215,,,,,
2662,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MDA,Republic of Moldova,,MLE,Male,,63.1,63.14855,,,,,
2663,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MDA,Republic of Moldova,,MLE,Male,,14.0,13.99932,,,,,
2664,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MDA,Republic of Moldova,,FMLE,Female,,70.5,70.52967,,,,,
2665,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MDA,Republic of Moldova,,FMLE,Female,,17.2,17.15537,,,,,
2666,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,EUR,Europe,,MDA,Republic of Moldova,,FMLE,Female,,73.1,73.10774,,,,,
2667,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MDA,Republic of Moldova,,BTSX,Both sexes,,15.8,15.76725,,,,,
2668,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,EUR,Europe,,MDA,Republic of Moldova,,BTSX,Both sexes,,68.8,68.81108,,,,,
2669,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,MDG,Madagascar,,MLE,Male,,14.6,14.60097,,,,,
2670,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MDG,Madagascar,,MLE,Male,,61.4,61.43193,,,,,
2671,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,MDG,Madagascar,,FMLE,Female,,16.2,16.21755,,,,,
2672,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MDG,Madagascar,,FMLE,Female,,64.2,64.16717,,,,,
2673,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MDG,Madagascar,,FMLE,Female,,16.9,16.88522,,,,,
2674,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MDG,Madagascar,,BTSX,Both sexes,,62.8,62.79004,,,,,
2675,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MDG,Madagascar,,BTSX,Both sexes,,16.1,16.12037,,,,,
2676,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,MDV,Maldives,,MLE,Male,,76.0,76.01637,,,,,
2677,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,MDV,Maldives,,MLE,Male,,19.7,19.69851,,,,,
2678,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,MDV,Maldives,,FMLE,Female,,21.0,21.03553,,,,,
2679,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,MDV,Maldives,,FMLE,Female,,79.5,79.47192,,,,,
2680,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,MDV,Maldives,,BTSX,Both sexes,,20.3,20.29833,,,,,
2681,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,MDV,Maldives,,BTSX,Both sexes,,78.4,78.40925,,,,,
2682,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,MEX,Mexico,,MLE,Male,,20.3,20.26371,,,,,
2683,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,MEX,Mexico,,MLE,Male,,73.1,73.08526,,,,,
2684,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,MEX,Mexico,,FMLE,Female,,78.6,78.60807,,,,,
2685,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,MEX,Mexico,,FMLE,Female,,22.9,22.93407,,,,,
2686,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,MEX,Mexico,,BTSX,Both sexes,,75.9,75.86538,,,,,
2687,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,MEX,Mexico,,BTSX,Both sexes,,21.7,21.72903,,,,,
2688,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,EUR,Europe,,MKD,North Macedonia,,MLE,Male,,71.7,71.66879,,,,,
2689,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,MKD,North Macedonia,,MLE,Male,,16.6,16.56571,,,,,
2690,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,MKD,North Macedonia,,FMLE,Female,,19.2,19.18453,,,,,
2691,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,MKD,North Macedonia,,FMLE,Female,,76.9,76.86526,,,,,
2692,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,MKD,North Macedonia,,BTSX,Both sexes,,17.9,17.90269,,,,,
2693,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,MKD,North Macedonia,,BTSX,Both sexes,,74.8,74.8186,,,,,
2694,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MLI,Mali,,MLE,Male,,16.9,16.92873,,,,,
2695,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MLI,Mali,,MLE,Male,,62.2,62.19934,,,,,
2696,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MLI,Mali,,MLE,Male,,17.3,17.34824,,,,,
2697,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MLI,Mali,,FMLE,Female,,63.4,63.40044,,,,,
2698,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MLI,Mali,,FMLE,Female,,17.6,17.55724,,,,,
2699,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MLI,Mali,,BTSX,Both sexes,,62.8,62.79813,,,,,
2700,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MLI,Mali,,BTSX,Both sexes,,17.5,17.46292,,,,,
2701,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,MLT,Malta,,MLE,Male,,79.9,79.93996,,,,,
2702,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,MLT,Malta,,MLE,Male,,23.0,22.98686,,,,,
2703,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MLT,Malta,,FMLE,Female,,80.1,80.10076,,,,,
2704,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,MLT,Malta,,FMLE,Female,,25.9,25.85562,,,,,
2705,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MLT,Malta,,BTSX,Both sexes,,77.9,77.8685,,,,,
2706,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,MLT,Malta,,BTSX,Both sexes,,24.5,24.48678,,,,,
2707,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,MMR,Myanmar,,MLE,Male,,57.3,57.31408,,,,,
2708,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,MMR,Myanmar,,FMLE,Female,,62.7,62.67123,,,,,
2709,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,MMR,Myanmar,,FMLE,Female,,16.9,16.86963,,,,,
2710,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,MMR,Myanmar,,BTSX,Both sexes,,60.0,59.994,,,,,
2711,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,MMR,Myanmar,,BTSX,Both sexes,,15.4,15.43322,,,,,
2712,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MNE,Montenegro,,MLE,Male,,70.9,70.87914,,,,,
2713,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MNE,Montenegro,,MLE,Male,,17.7,17.65465,,,,,
2714,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MNE,Montenegro,,FMLE,Female,,20.6,20.6147,,,,,
2715,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,EUR,Europe,,MNE,Montenegro,,FMLE,Female,,77.1,77.12196,,,,,
2716,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MNE,Montenegro,,BTSX,Both sexes,,19.2,19.21077,,,,,
2717,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,EUR,Europe,,MNE,Montenegro,,BTSX,Both sexes,,74.7,74.68839,,,,,
2718,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,MNG,Mongolia,,MLE,Male,,12.0,12.00143,,,,,
2719,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,MNG,Mongolia,,MLE,Male,,61.1,61.09134,,,,,
2720,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,MNG,Mongolia,,FMLE,Female,,69.5,69.46863,,,,,
2721,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,MNG,Mongolia,,FMLE,Female,,16.9,16.86036,,,,,
2722,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,MNG,Mongolia,,BTSX,Both sexes,,65.1,65.0518,,,,,
2723,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,MNG,Mongolia,,BTSX,Both sexes,,15.1,15.08863,,,,,
2724,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MOZ,Mozambique,,MLE,Male,,50.7,50.66393,,,,,
2725,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MOZ,Mozambique,,MLE,Male,,12.5,12.49212,,,,,
2726,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MOZ,Mozambique,,FMLE,Female,,17.4,17.43686,,,,,
2727,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MOZ,Mozambique,,FMLE,Female,,59.4,59.44558,,,,,
2728,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MOZ,Mozambique,,BTSX,Both sexes,,15.1,15.10221,,,,,
2729,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MOZ,Mozambique,,BTSX,Both sexes,,55.9,55.94504,,,,,
2730,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MRT,Mauritania,,MLE,Male,,18.7,18.74285,,,,,
2731,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MRT,Mauritania,,MLE,Male,,67.2,67.19347,,,,,
2732,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MRT,Mauritania,,MLE,Male,,19.0,19.04039,,,,,
2733,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MRT,Mauritania,,FMLE,Female,,67.7,67.69135,,,,,
2734,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MRT,Mauritania,,FMLE,Female,,18.7,18.70479,,,,,
2735,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MRT,Mauritania,,BTSX,Both sexes,,67.4,67.40752,,,,,
2736,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MRT,Mauritania,,BTSX,Both sexes,,18.8,18.84362,,,,,
2737,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MUS,Mauritius,,MLE,Male,,18.2,18.24012,,,,,
2738,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MUS,Mauritius,,MLE,Male,,71.0,70.95081,,,,,
2739,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MUS,Mauritius,,FMLE,Female,,21.9,21.90128,,,,,
2740,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MUS,Mauritius,,FMLE,Female,,77.3,77.31542,,,,,
2741,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MUS,Mauritius,,BTSX,Both sexes,,20.2,20.16107,,,,,
2742,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MUS,Mauritius,,BTSX,Both sexes,,74.1,74.07175,,,,,
2743,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MWI,Malawi,,MLE,Male,,62.3,62.30587,,,,,
2744,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MWI,Malawi,,MLE,Male,,15.1,15.13341,,,,,
2745,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MWI,Malawi,,FMLE,Female,,68.9,68.92786,,,,,
2746,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MWI,Malawi,,FMLE,Female,,19.0,19.02712,,,,,
2747,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MWI,Malawi,,BTSX,Both sexes,,65.6,65.62458,,,,,
2748,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MWI,Malawi,,BTSX,Both sexes,,17.2,17.23641,,,,,
2749,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,MYS,Malaysia,,MLE,Male,,18.5,18.48925,,,,,
2750,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,MYS,Malaysia,,FMLE,Female,,75.3,75.30944,,,,,
2751,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,MYS,Malaysia,,FMLE,Female,,20.6,20.56143,,,,,
2752,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,MYS,Malaysia,,BTSX,Both sexes,,72.8,72.79781,,,,,
2753,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,MYS,Malaysia,,BTSX,Both sexes,,19.5,19.50295,,,,,
2754,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NAM,Namibia,,MLE,Male,,51.0,51.00847,,,,,
2755,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NAM,Namibia,,FMLE,Female,,55.5,55.49687,,,,,
2756,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NAM,Namibia,,FMLE,Female,,16.3,16.27435,,,,,
2757,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NAM,Namibia,,BTSX,Both sexes,,53.3,53.31758,,,,,
2758,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NAM,Namibia,,BTSX,Both sexes,,14.6,14.63988,,,,,
2759,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NER,Niger,,MLE,Male,,49.7,49.73235,,,,,
2760,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NER,Niger,,MLE,Male,,15.3,15.33209,,,,,
2761,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NER,Niger,,MLE,Male,,57.8,57.77248,,,,,
2762,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NER,Niger,,FMLE,Female,,16.2,16.18683,,,,,
2763,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NER,Niger,,FMLE,Female,,60.2,60.1945,,,,,
2764,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NER,Niger,,BTSX,Both sexes,,15.8,15.78612,,,,,
2765,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NER,Niger,,BTSX,Both sexes,,59.0,58.95322,,,,,
2766,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,Nigeria,,MLE,Male,,57.8,57.75315,,,,,
2767,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,Nigeria,,MLE,Male,,16.5,16.51437,,,,,
2768,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,Nigeria,,FMLE,Female,,60.8,60.78948,,,,,
2769,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,Nigeria,,FMLE,Female,,18.0,18.03218,,,,,
